Name,City,State,ZIP,Phone,Address,Website,Latitude,Longitude,Residential Services,All Services
Pacific Sands Recovery Center,Santa Ana,CA,92704,844-568-7328,,http://www.pacificsandsrecovery.com,33.7225862,-117.893906,Residential/24-hour residential; Residential detoxification; Short-term residential,"Substance use treatment; Detoxification; Treatment for co-occurring substance use plus either serious mental health illness in adults/serious emotional disturbance in children; Residential/24-hour residential; Residential detoxification; Short-term residential; Buprenorphine used in Treatment; Naltrexone used in Treatment; No formal relationship with prescribing entity; This facility administers/prescribes medication for alcohol use disorder; In-network prescribing entity; Other contracted prescribing entity; No formal relationship with prescribing entity; Prescribes buprenorphine; Prescribes naltrexone; Relapse prevention with naltrexone; Accepts clients using MAT but prescribed elsewhere; Lofexidine or Clonidine detoxification; Acamprosate (Campral®); Disulfiram; Buprenorphine sub-dermal implant; Buprenorphine with naloxone; Buprenorphine without naloxone; Buprenorphine (extended-release, injectable); Naltrexone (oral); Naltrexone (extended-release, injectable); Medications for HIV treatment; Medications for Hepatitis C treatment; Clonidine; Medication for mental disorders; Nicotine replacement; Non-nicotine smoking/tobacco cessation; Anger management; Brief intervention; Cognitive behavioral therapy; Contingency management/motivational incentives; Motivational interviewing; Matrix Model; Relapse prevention; Substance use disorder counseling; Trauma-related counseling; 12-step facilitation; Private for-profit organization; State Substance use treatment agency; State department of health; The Joint Commission; IHS/Tribal/Urban (ITU) funds; Federal military insurance (e.g., TRICARE); Private health insurance; Cash or self-payment; Young adults; Adult women; Adult men; Seniors or older adults; Veterans; Members of military families; Clients with co-occurring mental and substance use disorders; Clients with co-occurring pain and substance use disorders; Clients with HIV or AIDS; Clients who have experienced sexual abuse; Clients who have experienced intimate partner violence, domestic violence; Clients who have experienced trauma; Comprehensive mental health assessment; Comprehensive substance use assessment; Outreach to persons in the community; Complete medical history/physical exam; Screening for tobacco use; Screening for substance use; Screening for mental disorders; Professional interventionist/educational consultant; Breathalyzer or blood alcohol testing; Drug and alcohol oral fluid testing; Drug or alcohol urine screening; HIV testing; STD testing; TB screening; Testing for Hepatitis B (HBV); Testing for Hepatitis C (HCV); Discharge Planning; Naloxone and overdose education; Outcome follow-up after discharge; Self-help groups; Housing services; Assistance with obtaining social services; Recovery coach; Mentoring/peer support; Employment counseling or training; Alcohol Detoxification; Benzodiazepines Detoxification; Cocaine Detoxification; Methamphetamines detoxification; Opioids detoxification; Medication routinely used during detoxification; HIV or AIDS education, counseling, or support; Hepatitis education, counseling, or support; Health education services other than HIV/AIDS or hepatitis; Substance use disorder education; Smoking/vaping/tobacco cessation counseling; Individual counseling; Group counseling; Family counseling; Marital/couples counseling; Smoking permitted in designated area; Young Adults; Adults; Female; Male; Vaping permitted in designated area; Case management service; Mental health services; Social skills development; Integrated primary care services; Suicide prevention services"
Newport Academy,Orange,CA,92869,877-820-6371,,http://www.newportacademy.com,33.8092615,-117.7759096,Outpatient; Residential/24-hour residential; Outpatient day treatment or partial hospitalization; Intensive outpatient treatment; Regular outpatient treatment; Long-term residential; Short-term residential,"Substance use treatment; Treatment for co-occurring substance use plus either serious mental health illness in adults/serious emotional disturbance in children; Outpatient; Residential/24-hour residential; Outpatient day treatment or partial hospitalization; Intensive outpatient treatment; Regular outpatient treatment; Long-term residential; Short-term residential; Does not use medication assisted treatment for alcohol use disorder; Does not treat opioid use disorders; Anger management; Cognitive behavioral therapy; Motivational interviewing; Relapse prevention; Substance use disorder counseling; Telemedicine/telehealth therapy; Trauma-related counseling; Private for-profit organization; State department of health; The Joint Commission; Private health insurance; Cash or self-payment; Adolescents; Clients with co-occurring mental and substance use disorders; Clients who have experienced trauma; Comprehensive mental health assessment; Comprehensive substance use assessment; Complete medical history/physical exam; Screening for substance use; Screening for mental disorders; Professional interventionist/educational consultant; Aftercare/continuing care; Discharge Planning; Outcome follow-up after discharge; Mentoring/peer support; Treatment for other addiction disorder; Substance use disorder education; Individual counseling; Group counseling; Family counseling; Vocational training or educational support (for example, high school coursework, GED preparation, etc.) ; Smoking not permitted; Children/Adolescents; Young Adults; Adults; Female; Male; Vaping not permitted; Mental health services; Social skills development; Integrated primary care services; Suicide prevention services"
Newport Academy,Orange,CA,92869,877-820-6371,,http://www.newportacademy.com,33.8042362,-117.7811772,Outpatient; Residential/24-hour residential; Outpatient day treatment or partial hospitalization; Intensive outpatient treatment; Regular outpatient treatment; Long-term residential; Short-term residential,"Substance use treatment; Treatment for co-occurring substance use plus either serious mental health illness in adults/serious emotional disturbance in children; Outpatient; Residential/24-hour residential; Outpatient day treatment or partial hospitalization; Intensive outpatient treatment; Regular outpatient treatment; Long-term residential; Short-term residential; Does not use medication assisted treatment for alcohol use disorder; Does not treat opioid use disorders; Cognitive behavioral therapy; Motivational interviewing; Relapse prevention; Substance use disorder counseling; Telemedicine/telehealth therapy; Trauma-related counseling; Private for-profit organization; State department of health; The Joint Commission; Private health insurance; Cash or self-payment; Adolescents; Clients with co-occurring mental and substance use disorders; Clients who have experienced trauma; Comprehensive mental health assessment; Comprehensive substance use assessment; Complete medical history/physical exam; Screening for substance use; Screening for mental disorders; Professional interventionist/educational consultant; Aftercare/continuing care; Discharge Planning; Outcome follow-up after discharge; Mentoring/peer support; Treatment for other addiction disorder; Substance use disorder education; Individual counseling; Group counseling; Family counseling; Vocational training or educational support (for example, high school coursework, GED preparation, etc.) ; Smoking not permitted; Children/Adolescents; Young Adults; Adults; Female; Male; Vaping not permitted; Mental health services; Social skills development; Integrated primary care services; Suicide prevention services"
Newport Academy,Orange,CA,92869,877-820-6371,,http://www.newportacademy.com,33.8010657,-117.7817517,Outpatient; Residential/24-hour residential; Outpatient day treatment or partial hospitalization; Intensive outpatient treatment; Regular outpatient treatment; Long-term residential; Short-term residential,"Substance use treatment; Treatment for co-occurring substance use plus either serious mental health illness in adults/serious emotional disturbance in children; Outpatient; Residential/24-hour residential; Outpatient day treatment or partial hospitalization; Intensive outpatient treatment; Regular outpatient treatment; Long-term residential; Short-term residential; Does not use medication assisted treatment for alcohol use disorder; Does not treat opioid use disorders; Cognitive behavioral therapy; Motivational interviewing; Relapse prevention; Substance use disorder counseling; Telemedicine/telehealth therapy; Trauma-related counseling; Private for-profit organization; State mental health department; State department of health; The Joint Commission; Private health insurance; Cash or self-payment; Adolescents; Clients with co-occurring mental and substance use disorders; Clients who have experienced trauma; Comprehensive mental health assessment; Comprehensive substance use assessment; Complete medical history/physical exam; Screening for substance use; Screening for mental disorders; Professional interventionist/educational consultant; Aftercare/continuing care; Discharge Planning; Outcome follow-up after discharge; Mentoring/peer support; Treatment for other addiction disorder; Substance use disorder education; Individual counseling; Group counseling; Family counseling; Vocational training or educational support (for example, high school coursework, GED preparation, etc.) ; Smoking not permitted; Children/Adolescents; Young Adults; Adults; Female; Male; Vaping not permitted; Mental health services; Social skills development; Integrated primary care services; Suicide prevention services"
Recovery Homes of America Inc,Tustin,CA,92780,714-547-4300,,http://www.cornerstonesocal.com,33.7645708,-117.8267696,Residential/24-hour residential; Residential detoxification; Long-term residential; Short-term residential,"Substance use treatment; Detoxification; Residential/24-hour residential; Residential detoxification; Long-term residential; Short-term residential; Buprenorphine used in Treatment; Naltrexone used in Treatment; In-network prescribing entity; Other contracted prescribing entity; No formal relationship with prescribing entity; This facility administers/prescribes medication for alcohol use disorder; In-network prescribing entity; Other contracted prescribing entity; No formal relationship with prescribing entity; Buprenorphine detoxification; Buprenorphine maintenance; Prescribes buprenorphine; Prescribes naltrexone; Relapse prevention with naltrexone; Accepts clients using MAT but prescribed elsewhere; Lofexidine or Clonidine detoxification; Maintenance service with medically supervised withdrawal after stabilization; Acamprosate (Campral®); Disulfiram; Buprenorphine with naloxone; Buprenorphine (extended-release, injectable); Naltrexone (oral); Naltrexone (extended-release, injectable); Medications for HIV treatment; Medications for Hepatitis C treatment; Clonidine; Medication for mental disorders; Nicotine replacement; Non-nicotine smoking/tobacco cessation; Brief intervention; Cognitive behavioral therapy; Contingency management/motivational incentives; Motivational interviewing; Relapse prevention; Substance use disorder counseling; Telemedicine/telehealth therapy; 12-step facilitation; Private for-profit organization; State Substance use treatment agency; State department of health; The Joint Commission; IHS/Tribal/Urban (ITU) funds; Federal military insurance (e.g., TRICARE); Private health insurance; Cash or self-payment; Adult women; Adult men; Clients with co-occurring mental and substance use disorders; Comprehensive substance use assessment; Complete medical history/physical exam; Screening for tobacco use; Screening for substance use; Screening for mental disorders; Professional interventionist/educational consultant; Breathalyzer or blood alcohol testing; Aftercare/continuing care; Discharge Planning; Naloxone and overdose education; Outcome follow-up after discharge; Self-help groups; Housing services; Assistance with obtaining social services; Mentoring/peer support; Alcohol Detoxification; Benzodiazepines Detoxification; Cocaine Detoxification; Methamphetamines detoxification; Opioids detoxification; Medication routinely used during detoxification; HIV or AIDS education, counseling, or support; Hepatitis education, counseling, or support; Health education services other than HIV/AIDS or hepatitis; Substance use disorder education; Smoking/vaping/tobacco cessation counseling; Individual counseling; Group counseling; Family counseling; Marital/couples counseling; Smoking permitted in designated area; Young Adults; Adults; Female; Male; Vaping permitted in designated area; Case management service; Social skills development; Transportation assistance; Integrated primary care services; Suicide prevention services"
Newport Academy,Orange,CA,92869,877-820-6371,,http://www.newportacademy.com,33.8010251,-117.7776758,Outpatient; Residential/24-hour residential; Outpatient day treatment or partial hospitalization; Intensive outpatient treatment; Regular outpatient treatment; Long-term residential; Short-term residential,"Substance use treatment; Treatment for co-occurring substance use plus either serious mental health illness in adults/serious emotional disturbance in children; Outpatient; Residential/24-hour residential; Outpatient day treatment or partial hospitalization; Intensive outpatient treatment; Regular outpatient treatment; Long-term residential; Short-term residential; Other contracted prescribing entity; Does not use medication assisted treatment for alcohol use disorder; Accepts clients using MAT but prescribed elsewhere; Cognitive behavioral therapy; Motivational interviewing; Relapse prevention; Substance use disorder counseling; Telemedicine/telehealth therapy; Trauma-related counseling; Private for-profit organization; State department of health; The Joint Commission; Private health insurance; Cash or self-payment; Adolescents; Clients with co-occurring mental and substance use disorders; Clients who have experienced trauma; Comprehensive mental health assessment; Comprehensive substance use assessment; Complete medical history/physical exam; Screening for substance use; Screening for mental disorders; Professional interventionist/educational consultant; Aftercare/continuing care; Discharge Planning; Outcome follow-up after discharge; Mentoring/peer support; Treatment for other addiction disorder; Substance use disorder education; Individual counseling; Group counseling; Family counseling; Vocational training or educational support (for example, high school coursework, GED preparation, etc.) ; Smoking not permitted; Children/Adolescents; Young Adults; Adults; Female; Male; Vaping not permitted; Mental health services; Social skills development; Integrated primary care services; Suicide prevention services"
Recovery Homes of America Inc,Tustin,CA,92780,714-547-4300,,http://www.cornerstonesocal.com,33.7643601,-117.8264219,Residential/24-hour residential; Residential detoxification; Long-term residential; Short-term residential,"Substance use treatment; Detoxification; Residential/24-hour residential; Residential detoxification; Long-term residential; Short-term residential; Buprenorphine used in Treatment; Naltrexone used in Treatment; In-network prescribing entity; Other contracted prescribing entity; No formal relationship with prescribing entity; This facility administers/prescribes medication for alcohol use disorder; In-network prescribing entity; Other contracted prescribing entity; No formal relationship with prescribing entity; Buprenorphine detoxification; Buprenorphine maintenance; Prescribes buprenorphine; Prescribes naltrexone; Relapse prevention with naltrexone; Accepts clients using MAT but prescribed elsewhere; Lofexidine or Clonidine detoxification; Maintenance service with medically supervised withdrawal after stabilization; Acamprosate (Campral®); Disulfiram; Buprenorphine with naloxone; Buprenorphine (extended-release, injectable); Naltrexone (oral); Naltrexone (extended-release, injectable); Medications for HIV treatment; Medications for Hepatitis C treatment; Clonidine; Medication for mental disorders; Nicotine replacement; Non-nicotine smoking/tobacco cessation; Brief intervention; Cognitive behavioral therapy; Contingency management/motivational incentives; Motivational interviewing; Relapse prevention; Substance use disorder counseling; Telemedicine/telehealth therapy; 12-step facilitation; Private for-profit organization; State Substance use treatment agency; State department of health; The Joint Commission; IHS/Tribal/Urban (ITU) funds; Federal military insurance (e.g., TRICARE); Private health insurance; Cash or self-payment; Adult women; Adult men; Active duty military; Criminal justice (other than DUI/DWI)/Forensic clients; Clients with co-occurring mental and substance use disorders; Clients with co-occurring pain and substance use disorders; Comprehensive substance use assessment; Complete medical history/physical exam; Screening for tobacco use; Screening for substance use; Screening for mental disorders; Professional interventionist/educational consultant; Breathalyzer or blood alcohol testing; Aftercare/continuing care; Discharge Planning; Naloxone and overdose education; Outcome follow-up after discharge; Self-help groups; Housing services; Assistance with obtaining social services; Mentoring/peer support; Alcohol Detoxification; Benzodiazepines Detoxification; Cocaine Detoxification; Methamphetamines detoxification; Opioids detoxification; Medication routinely used during detoxification; HIV or AIDS education, counseling, or support; Hepatitis education, counseling, or support; Health education services other than HIV/AIDS or hepatitis; Substance use disorder education; Smoking/vaping/tobacco cessation counseling; Individual counseling; Group counseling; Family counseling; Marital/couples counseling; Smoking permitted in designated area; Young Adults; Adults; Female; Male; Vaping permitted in designated area; Case management service; Child care for clients' children; Social skills development; Transportation assistance; Integrated primary care services; Suicide prevention services"
Newport Academy,Orange,CA,92869,877-820-6371,,http://www.newportacademy.com,33.8018257,-117.7763677,Outpatient; Residential/24-hour residential; Outpatient day treatment or partial hospitalization; Intensive outpatient treatment; Regular outpatient treatment; Long-term residential; Short-term residential,"Substance use treatment; Treatment for co-occurring substance use plus either serious mental health illness in adults/serious emotional disturbance in children; Outpatient; Residential/24-hour residential; Outpatient day treatment or partial hospitalization; Intensive outpatient treatment; Regular outpatient treatment; Long-term residential; Short-term residential; Does not use medication assisted treatment for alcohol use disorder; Does not treat opioid use disorders; Cognitive behavioral therapy; Motivational interviewing; Relapse prevention; Substance use disorder counseling; Telemedicine/telehealth therapy; Trauma-related counseling; Private for-profit organization; State mental health department; State department of health; The Joint Commission; Private health insurance; Cash or self-payment; Adolescents; Clients with co-occurring mental and substance use disorders; Clients who have experienced trauma; Comprehensive mental health assessment; Comprehensive substance use assessment; Complete medical history/physical exam; Screening for substance use; Screening for mental disorders; Professional interventionist/educational consultant; Aftercare/continuing care; Discharge Planning; Outcome follow-up after discharge; Mentoring/peer support; Treatment for other addiction disorder; Substance use disorder education; Individual counseling; Group counseling; Family counseling; Vocational training or educational support (for example, high school coursework, GED preparation, etc.) ; Smoking not permitted; Children/Adolescents; Young Adults; Adults; Female; Male; Vaping not permitted; Mental health services; Social skills development; Integrated primary care services; Suicide prevention services"
Newport Academy,Orange,CA,92869,877-820-6371,,http://www.newportacademy.com,33.7985382,-117.7787953,Outpatient; Residential/24-hour residential; Outpatient day treatment or partial hospitalization; Intensive outpatient treatment; Regular outpatient treatment; Long-term residential; Short-term residential,"Substance use treatment; Treatment for co-occurring substance use plus either serious mental health illness in adults/serious emotional disturbance in children; Outpatient; Residential/24-hour residential; Outpatient day treatment or partial hospitalization; Intensive outpatient treatment; Regular outpatient treatment; Long-term residential; Short-term residential; Other contracted prescribing entity; Does not use medication assisted treatment for alcohol use disorder; Accepts clients using MAT but prescribed elsewhere; Cognitive behavioral therapy; Motivational interviewing; Relapse prevention; Substance use disorder counseling; Telemedicine/telehealth therapy; Trauma-related counseling; Private for-profit organization; State department of health; The Joint Commission; Private health insurance; Cash or self-payment; Adolescents; Clients with co-occurring mental and substance use disorders; Clients who have experienced trauma; Comprehensive mental health assessment; Comprehensive substance use assessment; Complete medical history/physical exam; Screening for substance use; Screening for mental disorders; Professional interventionist/educational consultant; Aftercare/continuing care; Discharge Planning; Outcome follow-up after discharge; Mentoring/peer support; Treatment for other addiction disorder; Substance use disorder education; Individual counseling; Group counseling; Family counseling; Vocational training or educational support (for example, high school coursework, GED preparation, etc.) ; Smoking not permitted; Children/Adolescents; Young Adults; Adults; Female; Male; Vaping not permitted; Mental health services; Social skills development; Integrated primary care services; Suicide prevention services"
Newport Institute,Santa Ana,CA,92705,855-272-7451,,http://www.newportinstitute.com,33.7753633,-117.7936355,Outpatient; Residential/24-hour residential; Outpatient day treatment or partial hospitalization; Intensive outpatient treatment; Regular outpatient treatment; Long-term residential; Short-term residential,"Substance use treatment; Treatment for co-occurring substance use plus either serious mental health illness in adults/serious emotional disturbance in children; Outpatient; Residential/24-hour residential; Outpatient day treatment or partial hospitalization; Intensive outpatient treatment; Regular outpatient treatment; Long-term residential; Short-term residential; Does not use medication assisted treatment for alcohol use disorder; Does not treat opioid use disorders; Anger management; Cognitive behavioral therapy; Relapse prevention; Substance use disorder counseling; Telemedicine/telehealth therapy; Trauma-related counseling; Private for-profit organization; State department of health; The Joint Commission; Private health insurance; Cash or self-payment; Young adults; Clients with co-occurring mental and substance use disorders; Clients who have experienced trauma; Comprehensive mental health assessment; Comprehensive substance use assessment; Complete medical history/physical exam; Screening for substance use; Screening for mental disorders; Professional interventionist/educational consultant; Aftercare/continuing care; Discharge Planning; Outcome follow-up after discharge; Mentoring/peer support; Treatment for other addiction disorder; Substance use disorder education; Individual counseling; Group counseling; Family counseling; Vocational training or educational support (for example, high school coursework, GED preparation, etc.) ; Smoking not permitted; Young Adults; Adults; Female; Male; Vaping not permitted; Mental health services; Social skills development; Integrated primary care services; Suicide prevention services"
Asana Recovery,Huntington Beach,CA,92646,949-438-4504,,https://asanarecovery.com/,33.6524411,-117.9600759,Hospital inpatient/24-hour hospital inpatient; Residential/24-hour residential; Hospital inpatient detoxification; Hospital inpatient treatment; Residential detoxification; Long-term residential; Short-term residential,"Substance use treatment; Detoxification; Treatment for co-occurring substance use plus either serious mental health illness in adults/serious emotional disturbance in children; Hospital inpatient/24-hour hospital inpatient; Residential/24-hour residential; Hospital inpatient detoxification; Hospital inpatient treatment; Residential detoxification; Long-term residential; Short-term residential; Buprenorphine used in Treatment; Naltrexone used in Treatment; In-network prescribing entity; Other contracted prescribing entity; Accepts clients using medication assisted treatment for alcohol use disorder but prescribed elsewhere; This facility administers/prescribes medication for alcohol use disorder; Other contracted prescribing entity; Buprenorphine detoxification; Prescribes buprenorphine; Prescribes naltrexone; Relapse prevention with naltrexone; Accepts clients using MAT but prescribed elsewhere; Lofexidine or Clonidine detoxification; Acamprosate (Campral®); Buprenorphine sub-dermal implant; Buprenorphine with naloxone; Buprenorphine without naloxone; Buprenorphine (extended-release, injectable); Naltrexone (oral); Naltrexone (extended-release, injectable); Medications for HIV treatment; Medications for Hepatitis C treatment; Lofexidine; Clonidine; Medication for mental disorders; Nicotine replacement; Non-nicotine smoking/tobacco cessation; Anger management; Cognitive behavioral therapy; Contingency management/motivational incentives; Motivational interviewing; Relapse prevention; Substance use disorder counseling; Trauma-related counseling; Telemedicine/telehealth therapy; 12-step facilitation; Private for-profit organization; State Substance use treatment agency; State department of health; Commission on Accreditation of Rehabilitation Facilities (CARF); The Joint Commission; Federal, or any government funding for substance use treatment programs; IHS/Tribal/Urban (ITU) funds; Private health insurance; Cash or self-payment; SAMHSA funding/block grants; Payment assistance (check with facility for details); Young adults; Adult women; Pregnant/postpartum women; Adult men; Veterans; Active duty military; Members of military families; Criminal justice (other than DUI/DWI)/Forensic clients; Clients with co-occurring mental and substance use disorders; Clients with co-occurring pain and substance use disorders; Clients with HIV or AIDS; Clients who have experienced sexual abuse; Clients who have experienced intimate partner violence, domestic violence; Clients who have experienced trauma; Comprehensive mental health assessment; Comprehensive substance use assessment; Outreach to persons in the community; Complete medical history/physical exam; Screening for tobacco use; Screening for substance use; Screening for mental disorders; Breathalyzer or blood alcohol testing; Drug or alcohol urine screening; HIV testing; STD testing; TB screening; Testing for Hepatitis B (HBV); Testing for Hepatitis C (HCV); Aftercare/continuing care; Discharge Planning; Naloxone and overdose education; Outcome follow-up after discharge; Self-help groups; Housing services; Assistance with obtaining social services; Recovery coach; Mentoring/peer support; Employment counseling or training; Alcohol Detoxification; Benzodiazepines Detoxification; Cocaine Detoxification; Methamphetamines detoxification; Opioids detoxification; Medication routinely used during detoxification; HIV or AIDS education, counseling, or support; Hepatitis education, counseling, or support; Health education services other than HIV/AIDS or hepatitis; Substance use disorder education; Smoking/vaping/tobacco cessation counseling; Individual counseling; Group counseling; Family counseling; Marital/couples counseling; Vocational training or educational support (for example, high school coursework, GED preparation, etc.) ; Hepatitis A (HAV) vaccination; Hepatitis B (HBV) vaccination; Smoking permitted in designated area; Young Adults; Adults; Female; Male; Vaping permitted in designated area; Case management service; Social skills development; Integrated primary care services"
South Coast Behavioral Health,Huntington Beach,CA,92649,424-484-9033,,https://www.scbh.com,33.650833,-117.9596958,Residential/24-hour residential; Residential detoxification; Short-term residential,"Substance use treatment; Detoxification; Treatment for co-occurring substance use plus either serious mental health illness in adults/serious emotional disturbance in children; Residential/24-hour residential; Residential detoxification; Short-term residential; Buprenorphine used in Treatment; Naltrexone used in Treatment; In-network prescribing entity; Other contracted prescribing entity; Accepts clients using medication assisted treatment for alcohol use disorder but prescribed elsewhere; This facility administers/prescribes medication for alcohol use disorder; Other contracted prescribing entity; Buprenorphine detoxification; Prescribes buprenorphine; Prescribes naltrexone; Relapse prevention with naltrexone; Accepts clients using MAT but prescribed elsewhere; Lofexidine or Clonidine detoxification; Maintenance service with medically supervised withdrawal after stabilization; Acamprosate (Campral®); Buprenorphine with naloxone; Buprenorphine without naloxone; Buprenorphine (extended-release, injectable); Naltrexone (oral); Naltrexone (extended-release, injectable); Clonidine; Medication for mental disorders; Nicotine replacement; Non-nicotine smoking/tobacco cessation; Anger management; Brief intervention; Cognitive behavioral therapy; Contingency management/motivational incentives; Motivational interviewing; Matrix Model; Relapse prevention; Substance use disorder counseling; Trauma-related counseling; 12-step facilitation; Private for-profit organization; State department of health; The Joint Commission; Federal military insurance (e.g., TRICARE); Private health insurance; Cash or self-payment; Young adults; Adult women; Adult men; Seniors or older adults; Veterans; Clients with co-occurring mental and substance use disorders; Clients with co-occurring pain and substance use disorders; Clients who have experienced trauma; Comprehensive mental health assessment; Comprehensive substance use assessment; Interim services for clients; Outreach to persons in the community; Complete medical history/physical exam; Screening for tobacco use; Screening for substance use; Screening for mental disorders; Professional interventionist/educational consultant; Breathalyzer or blood alcohol testing; Drug and alcohol oral fluid testing; Drug or alcohol urine screening; HIV testing; STD testing; TB screening; Metabolic syndrome monitoring; Testing for Hepatitis B (HBV); Testing for Hepatitis C (HCV); Aftercare/continuing care; Discharge Planning; Naloxone and overdose education; Outcome follow-up after discharge; Self-help groups; Housing services; Assistance with obtaining social services; Mentoring/peer support; Employment counseling or training; Alcohol Detoxification; Benzodiazepines Detoxification; Cocaine Detoxification; Methamphetamines detoxification; Opioids detoxification; Medication routinely used during detoxification; HIV or AIDS education, counseling, or support; Hepatitis education, counseling, or support; Health education services other than HIV/AIDS or hepatitis; Substance use disorder education; Smoking/vaping/tobacco cessation counseling; Individual counseling; Group counseling; Family counseling; Smoking permitted in designated area; Young Adults; Adults; Female; Male; Vaping permitted in designated area; Case management service; Mental health services; Social skills development; Transportation assistance"
Yellowstone Recovery,Costa Mesa,CA,92626,949-678-3214,,http://yellowstonerecovery.com,33.6860759,-117.9067914,Residential/24-hour residential; Long-term residential,"Substance use treatment; Residential/24-hour residential; Long-term residential; Buprenorphine used in Treatment; No formal relationship with prescribing entity; Accepts clients using medication assisted treatment for alcohol use disorder but prescribed elsewhere; In-network prescribing entity; No formal relationship with prescribing entity; Buprenorphine maintenance; Accepts clients using MAT but prescribed elsewhere; Maintenance service with medically supervised withdrawal after stabilization; Buprenorphine with naloxone; Buprenorphine without naloxone; Medication for mental disorders; Anger management; Brief intervention; Cognitive behavioral therapy; Contingency management/motivational incentives; Motivational interviewing; Matrix Model; Relapse prevention; Substance use disorder counseling; Telemedicine/telehealth therapy; 12-step facilitation; Private non-profit organization; State department of health; Federal, or any government funding for substance use treatment programs; Private health insurance; Cash or self-payment; Sliding fee scale (fee is based on income and other factors); Criminal justice (other than DUI/DWI)/Forensic clients; Comprehensive substance use assessment; Screening for tobacco use; Screening for substance use; Breathalyzer or blood alcohol testing; Drug or alcohol urine screening; Discharge Planning; Outcome follow-up after discharge; Self-help groups; Assistance with obtaining social services; Mentoring/peer support; Employment counseling or training; Substance use disorder education; Smoking/vaping/tobacco cessation counseling; Individual counseling; Group counseling; Smoking permitted in designated area; Young Adults; Adults; Male; Vaping permitted in designated area; Case management service; Social skills development"
Yellowstone Womens First Step House,Costa Mesa,CA,92626,949-678-3214,,http://yellowstonerecovery.com,33.6860759,-117.9067914,Residential/24-hour residential; Long-term residential,"Substance use treatment; Residential/24-hour residential; Long-term residential; Buprenorphine used in Treatment; No formal relationship with prescribing entity; Accepts clients using medication assisted treatment for alcohol use disorder but prescribed elsewhere; In-network prescribing entity; No formal relationship with prescribing entity; Buprenorphine maintenance; Accepts clients using MAT but prescribed elsewhere; Maintenance service with medically supervised withdrawal after stabilization; Buprenorphine with naloxone; Buprenorphine without naloxone; Medication for mental disorders; Anger management; Brief intervention; Cognitive behavioral therapy; Contingency management/motivational incentives; Motivational interviewing; Matrix Model; Relapse prevention; Substance use disorder counseling; Telemedicine/telehealth therapy; 12-step facilitation; Private non-profit organization; State department of health; Federal, or any government funding for substance use treatment programs; Private health insurance; Cash or self-payment; Sliding fee scale (fee is based on income and other factors); Criminal justice (other than DUI/DWI)/Forensic clients; Comprehensive substance use assessment; Screening for tobacco use; Screening for substance use; Breathalyzer or blood alcohol testing; Drug or alcohol urine screening; Discharge Planning; Outcome follow-up after discharge; Self-help groups; Assistance with obtaining social services; Mentoring/peer support; Employment counseling or training; Substance use disorder education; Smoking/vaping/tobacco cessation counseling; Individual counseling; Group counseling; Smoking permitted in designated area; Young Adults; Adults; Male; Vaping permitted in designated area; Case management service; Social skills development"
